,index,id_usuario,tipo_usuario,sistema_usuario,id_contenido,duracion_contenido,tipo_contenido,numero_sesion,recomendaciones_vistas,minutos_sesion,sistema_sesion,recomendaciones_totales,fecha_sesion,avg_valoracion,duracion_prom_sesion,porcentaje_finalizado,avg_sesiones_semana,click_rate
97,97,135,consumer,Recomendeitor_Plus,"[184, 185, 14, 78]",2742,"['documentary', 'live', 'movie']",24,4,1878,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2021, 10, 7), datetime.date(2021, 7, 25), datetime.date(2022, 5, 30), datetime.date(2022, 11, 17)]",3.58,78.25,68.49,1.0,2.0
98,98,136,content_creator,Recomendeitor,"[200, 36, 191]",2690,"['documentary', 'live', 'movie']",30,3,2260,['Recomendeitor_Plus'],2,"[datetime.date(2021, 10, 17), datetime.date(2021, 8, 9), datetime.date(2022, 10, 21)]",3.67,75.33,84.01,1.0,1.5
99,99,137,moderator,Recomendeitor_Plus,"[32, 136, 74, 86, 188, 157]",1656,"['live', 'movie', 'documentary', 'short', 'series']",12,6,1140,"['Recomendeitor_Plus', 'Recomendeitor']",1,"[datetime.date(2021, 1, 25), datetime.date(2021, 7, 14), datetime.date(2022, 8, 3), datetime.date(2022, 9, 5), datetime.date(2022, 4, 27), datetime.date(2022, 6, 14)]",3.08,95.0,68.84,1.0,6.0
100,100,138,content_creator,Recomendeitor,"[21, 131, 181]",1240,"['short', 'series', 'movie']",24,3,1760,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2022, 4, 14), datetime.date(2021, 11, 30), datetime.date(2022, 6, 23)]",2.90,73.33,141.94,1.0,1.5
101,101,140,consumer,Recomendeitor,"[51, 182, 95]",692,"['short', 'live', 'movie']",6,3,868,['Recomendeitor'],1,"[datetime.date(2022, 2, 5), datetime.date(2022, 5, 8), datetime.date(2021, 1, 21)]",3.50,144.67,125.43,1.0,3.0
102,102,141,moderator,Recomendeitor_Plus,"[41, 182, 22, 7]",304,"['documentary', 'series', 'movie']",4,4,314,"['Recomendeitor_Plus', 'Recomendeitor']",1,"[datetime.date(2022, 1, 24), datetime.date(2021, 11, 12), datetime.date(2021, 8, 28), datetime.date(2022, 8, 30)]",2.60,78.5,103.29,1.0,4.0
103,103,142,consumer,Recomendeitor,[186],1960,['series'],35,1,3570,['Recomendeitor_Plus'],5,"[datetime.date(2021, 11, 29)]",3.50,102.0,182.14,1.0,0.2
104,104,143,consumer,Recomendeitor,"[147, 179, 86]",3848,"['series', 'documentary', 'live']",24,3,1536,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2021, 12, 25), datetime.date(2022, 12, 27), datetime.date(2021, 12, 8)]",2.90,64.0,39.92,1.0,1.5
105,105,144,moderator,Recomendeitor,"[106, 43, 78, 113, 25, 122]",3294,"['short', 'documentary', 'live', 'movie']",36,6,3852,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2021, 3, 23), datetime.date(2022, 7, 17), datetime.date(2021, 6, 28), datetime.date(2021, 12, 24), datetime.date(2022, 7, 15), datetime.date(2022, 3, 10)]",3.10,107.0,116.94,1.2,2.0
106,106,145,moderator,Recomendeitor,"[140, 143]",792,['series'],6,2,669,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2021, 12, 16), datetime.date(2022, 11, 27)]",3.10,111.5,84.47,1.0,0.67
107,107,146,admin,Recomendeitor,"[156, 47, 102, 95]",5824,"['series', 'documentary', 'live', 'movie']",64,4,6256,"['Recomendeitor_Plus', 'Recomendeitor']",4,"[datetime.date(2021, 1, 24), datetime.date(2022, 5, 25), datetime.date(2021, 12, 4), datetime.date(2022, 9, 6)]",2.93,97.75,107.42,1.0,1.0
108,108,147,admin,Recomendeitor_Plus,"[199, 139, 125, 126, 63]",1178,"['series', 'live', 'movie']",10,5,732,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2022, 2, 26), datetime.date(2022, 9, 13), datetime.date(2022, 5, 12), datetime.date(2022, 2, 13), datetime.date(2021, 11, 17)]",2.80,73.2,62.14,1.0,2.5
109,109,149,moderator,Recomendeitor_Plus,"[108, 175]",1736,"['short', 'movie']",28,2,896,['Recomendeitor'],7,"[datetime.date(2021, 11, 25), datetime.date(2021, 2, 7)]",3.90,32.0,51.61,1.0,0.29
110,110,150,admin,Recomendeitor_Plus,"[184, 72, 94]",1112,"['short', 'documentary', 'movie']",24,3,2408,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2022, 3, 10), datetime.date(2021, 9, 18), datetime.date(2021, 11, 6)]",3.17,100.33,216.55,1.0,1.5
111,111,151,content_creator,Recomendeitor_Plus,[138],498,['series'],3,1,315,['Recomendeitor_Plus'],3,"[datetime.date(2022, 6, 1)]",3.80,105.0,63.25,1.0,0.33
112,112,152,content_creator,Recomendeitor_Plus,"[196, 158]",1872,"['short', 'series']",12,2,1458,['Recomendeitor'],3,"[datetime.date(2022, 1, 7), datetime.date(2022, 5, 5)]",1.75,121.5,77.88,1.0,0.67
113,113,153,content_creator,Recomendeitor_Plus,"[162, 167]",3804,"['short', 'documentary']",24,2,1812,"['Recomendeitor_Plus', 'Recomendeitor']",4,"[datetime.date(2021, 2, 13), datetime.date(2022, 5, 1)]",4.05,75.5,47.63,1.0,0.5
114,114,156,consumer,Recomendeitor,"[41, 107, 142, 83, 122]",6480,"['live', 'movie', 'documentary', 'short', 'series']",80,5,6976,"['Recomendeitor_Plus', 'Recomendeitor']",4,"[datetime.date(2021, 12, 31), datetime.date(2021, 6, 14), datetime.date(2021, 11, 28), datetime.date(2022, 10, 29), datetime.date(2021, 11, 5)]",2.10,87.2,107.65,1.0,1.25
115,115,158,admin,Recomendeitor_Plus,[53],648,['short'],12,1,336,['Recomendeitor'],2,"[datetime.date(2022, 9, 12)]",4.60,28.0,51.85,1.0,0.5
116,116,160,consumer,Recomendeitor,[103],1320,['series'],8,1,808,['Recomendeitor'],2,"[datetime.date(2022, 11, 14)]",2.30,101.0,61.21,1.0,0.5
117,117,161,consumer,Recomendeitor,"[144, 139]",3852,"['live', 'series']",24,2,3396,"['Recomendeitor_Plus', 'Recomendeitor']",4,"[datetime.date(2022, 3, 5), datetime.date(2022, 2, 17)]",3.15,141.5,88.16,1.0,0.5
118,118,162,admin,Recomendeitor,"[11, 68]",549,"['short', 'documentary']",18,2,1728,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2022, 11, 16), datetime.date(2022, 11, 20)]",3.75,96.0,314.75,2.0,0.67
119,119,164,consumer,Recomendeitor_Plus,"[199, 21, 117, 151, 93]",1140,"['short', 'series', 'movie']",20,5,2184,"['Recomendeitor_Plus', 'Recomendeitor']",1,"[datetime.date(2022, 5, 4), datetime.date(2022, 10, 6), datetime.date(2021, 2, 22), datetime.date(2022, 12, 16), datetime.date(2021, 3, 29)]",3.68,109.2,191.58,1.0,5.0
120,120,166,consumer,Recomendeitor_Plus,"[39, 40, 71, 172, 119]",2148,"['short', 'documentary', 'live']",30,5,2832,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2021, 4, 6), datetime.date(2022, 11, 17), datetime.date(2022, 9, 11), datetime.date(2021, 3, 22), datetime.date(2021, 6, 8)]",3.18,94.4,131.84,1.0,1.67
121,121,168,content_creator,Recomendeitor_Plus,"[52, 85, 62]",1206,"['series', 'movie']",18,3,1686,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2021, 2, 11), datetime.date(2021, 4, 18), datetime.date(2022, 4, 5)]",1.70,93.67,139.8,1.0,1.0
122,122,169,consumer,Recomendeitor_Plus,[153],1288,['movie'],14,1,714,['Recomendeitor'],6,"[datetime.date(2021, 9, 7)]",2.50,51.0,55.43,1.0,0.17
123,123,170,moderator,Recomendeitor_Plus,[115],336,['live'],2,1,122,['Recomendeitor_Plus'],1,"[datetime.date(2022, 7, 30)]",1.30,61.0,36.31,1.0,1.0
124,124,172,consumer,Recomendeitor_Plus,"[121, 108, 77]",724,['movie'],12,3,192,['Recomendeitor_Plus'],4,"[datetime.date(2021, 10, 1), datetime.date(2021, 8, 28), datetime.date(2022, 3, 6)]",3.67,16.0,26.52,1.0,0.75
125,125,173,consumer,Recomendeitor,"[88, 133]",206,"['live', 'movie']",2,2,168,['Recomendeitor'],1,"[datetime.date(2022, 11, 2), datetime.date(2022, 5, 19)]",2.75,84.0,81.55,1.0,2.0
126,126,175,content_creator,Recomendeitor,"[1, 169, 117, 122, 123, 127]",2140,"['short', 'series', 'live']",24,6,2900,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2022, 7, 4), datetime.date(2022, 5, 3), datetime.date(2022, 4, 22), datetime.date(2021, 7, 12), datetime.date(2022, 3, 17), datetime.date(2022, 6, 11)]",2.42,120.83,135.51,1.0,3.0
127,127,177,consumer,Recomendeitor,"[96, 97, 51, 152, 185]",5892,"['short', 'live', 'series', 'movie']",60,5,5160,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2021, 4, 17), datetime.date(2022, 9, 6), datetime.date(2022, 2, 5), datetime.date(2022, 6, 14), datetime.date(2021, 3, 14)]",2.78,86.0,87.58,1.0,1.67
128,128,179,moderator,Recomendeitor_Plus,"[66, 103, 45, 146, 119]",743,"['short', 'documentary', 'series', 'movie']",5,5,608,"['Recomendeitor_Plus', 'Recomendeitor']",1,"[datetime.date(2022, 4, 21), datetime.date(2022, 9, 21), datetime.date(2022, 4, 26), datetime.date(2021, 3, 4), datetime.date(2022, 5, 24)]",3.48,121.6,81.83,1.0,5.0
129,129,180,admin,Recomendeitor,"[80, 161, 4]",1824,"['short', 'series']",24,3,2752,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2022, 7, 7), datetime.date(2021, 9, 19), datetime.date(2021, 11, 27)]",2.60,114.67,150.88,1.0,1.5
130,130,182,admin,Recomendeitor_Plus,"[64, 26, 106, 191]",478,"['series', 'live', 'movie']",4,4,487,"['Recomendeitor_Plus', 'Recomendeitor']",1,"[datetime.date(2021, 7, 30), datetime.date(2022, 11, 1), datetime.date(2022, 4, 25), datetime.date(2021, 4, 29)]",3.65,121.75,101.88,1.0,4.0
131,131,183,content_creator,Recomendeitor,"[178, 37, 138]",390,"['series', 'live', 'movie']",3,3,162,"['Recomendeitor_Plus', 'Recomendeitor']",1,"[datetime.date(2021, 8, 31), datetime.date(2021, 9, 15), datetime.date(2021, 7, 16)]",3.23,54.0,41.54,1.0,3.0
132,132,184,admin,Recomendeitor_Plus,"[134, 41, 174, 81, 56]",1588,"['documentary', 'series']",20,5,1440,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2022, 9, 9), datetime.date(2021, 6, 16), datetime.date(2022, 1, 5), datetime.date(2022, 8, 20), datetime.date(2021, 7, 7)]",2.95,72.0,90.68,1.0,2.5
133,133,185,content_creator,Recomendeitor,"[146, 111, 198, 87]",938,"['short', 'documentary', 'live']",8,4,206,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2021, 1, 5), datetime.date(2021, 1, 15), datetime.date(2022, 5, 20), datetime.date(2021, 8, 18)]",3.58,25.75,21.96,1.0,2.0
134,134,186,moderator,Recomendeitor,"[32, 21]",1472,"['short', 'movie']",16,2,1272,"['Recomendeitor_Plus', 'Recomendeitor']",4,"[datetime.date(2022, 6, 4), datetime.date(2021, 12, 31)]",3.20,79.5,86.41,1.0,0.5
135,135,188,admin,Recomendeitor_Plus,"[168, 123, 28, 181]",376,"['short', 'series', 'documentary', 'live']",8,4,616,"['Recomendeitor_Plus', 'Recomendeitor']",1,"[datetime.date(2022, 12, 14), datetime.date(2022, 3, 2), datetime.date(2022, 7, 26), datetime.date(2022, 2, 1)]",2.90,77.0,163.83,1.0,4.0
136,136,189,consumer,Recomendeitor,"[8, 137, 106, 79, 124]",10368,"['documentary', 'movie']",90,5,7416,"['Recomendeitor_Plus', 'Recomendeitor']",6,"[datetime.date(2022, 2, 12), datetime.date(2021, 8, 24), datetime.date(2021, 6, 3), datetime.date(2022, 3, 1), datetime.date(2021, 11, 23)]",3.48,82.4,71.53,1.0,0.83
137,137,190,content_creator,Recomendeitor_Plus,"[70, 198, 115, 21, 151]",1220,"['short', 'live', 'movie']",10,5,950,['Recomendeitor'],1,"[datetime.date(2021, 4, 2), datetime.date(2021, 8, 11), datetime.date(2021, 10, 17), datetime.date(2021, 3, 5), datetime.date(2021, 4, 29)]",3.00,95.0,77.87,1.0,5.0
138,138,191,moderator,Recomendeitor_Plus,"[37, 106, 108, 113, 182, 88]",2104,"['documentary', 'live', 'movie']",24,6,1348,"['Recomendeitor_Plus', 'Recomendeitor']",4,"[datetime.date(2021, 9, 30), datetime.date(2022, 3, 11), datetime.date(2021, 6, 5), datetime.date(2021, 11, 25), datetime.date(2021, 6, 3), datetime.date(2021, 5, 25)]",2.80,56.17,64.07,1.2,1.5
139,139,192,content_creator,Recomendeitor_Plus,"[101, 168, 47, 19, 52, 26]",3512,"['series', 'documentary', 'live', 'movie']",48,6,4520,"['Recomendeitor_Plus', 'Recomendeitor']",4,"[datetime.date(2021, 12, 26), datetime.date(2022, 5, 16), datetime.date(2022, 12, 5), datetime.date(2022, 5, 29), datetime.date(2021, 12, 14), datetime.date(2022, 3, 14)]",3.96,94.17,128.7,1.0,1.5
140,140,193,content_creator,Recomendeitor,"[192, 9, 177, 124]",5852,"['short', 'documentary', 'movie']",56,4,5852,"['Recomendeitor_Plus', 'Recomendeitor']",7,"[datetime.date(2022, 6, 13), datetime.date(2022, 10, 31), datetime.date(2022, 1, 13), datetime.date(2022, 1, 10)]",2.50,104.5,100.0,1.3333333333333333,0.57
141,141,194,content_creator,Recomendeitor,"[155, 69, 62, 111]",1524,"['live', 'movie']",16,4,1480,"['Recomendeitor_Plus', 'Recomendeitor']",4,"[datetime.date(2021, 6, 25), datetime.date(2021, 2, 19), datetime.date(2021, 5, 17), datetime.date(2022, 4, 19)]",3.20,92.5,97.11,1.0,1.0
142,142,195,moderator,Recomendeitor_Plus,"[128, 130, 167, 39, 42, 49, 55, 158]",6472,"['short', 'live', 'movie']",64,8,5024,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2021, 12, 23), datetime.date(2022, 6, 13), datetime.date(2022, 1, 16), datetime.date(2022, 6, 2), datetime.date(2022, 8, 4), datetime.date(2021, 5, 22), datetime.date(2022, 2, 10), datetime.date(2021, 6, 16)]",2.50,78.5,77.63,1.0,4.0
143,143,196,admin,Recomendeitor_Plus,"[16, 151]",1098,"['short', 'live']",12,2,1800,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2022, 8, 14), datetime.date(2022, 3, 13)]",3.50,150.0,163.93,1.0,1.0
144,144,199,consumer,Recomendeitor_Plus,"[58, 189]",2370,"['series', 'movie']",30,2,1785,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2022, 6, 7), datetime.date(2022, 11, 27)]",3.75,59.5,75.32,1.0,0.67
145,145,200,moderator,Recomendeitor,"[57, 99]",536,"['short', 'documentary']",4,2,466,['Recomendeitor'],1,"[datetime.date(2021, 12, 26), datetime.date(2021, 12, 22)]",4.05,116.5,86.94,2.0,2.0
146,146,201,content_creator,Recomendeitor_Plus,"[67, 103, 114, 50, 22, 182]",5724,"['short', 'series', 'live', 'movie']",54,6,2115,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2022, 5, 17), datetime.date(2022, 11, 21), datetime.date(2021, 3, 21), datetime.date(2021, 9, 20), datetime.date(2022, 5, 9), datetime.date(2022, 10, 3)]",3.03,39.17,36.95,1.0,2.0
147,147,202,moderator,Recomendeitor,[155],1300,['live'],20,1,3460,['Recomendeitor'],4,"[datetime.date(2021, 8, 23)]",4.10,173.0,266.15,1.0,0.25
148,148,203,content_creator,Recomendeitor_Plus,"[146, 3]",3110,"['documentary', 'live']",20,2,1950,['Recomendeitor'],5,"[datetime.date(2021, 12, 11), datetime.date(2021, 10, 16)]",4.80,97.5,62.7,1.0,0.4
149,149,204,admin,Recomendeitor,"[38, 118]",906,"['short', 'documentary']",12,2,210,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2022, 4, 10), datetime.date(2022, 2, 21)]",2.35,17.5,23.18,1.0,0.67
150,150,206,content_creator,Recomendeitor,"[105, 79, 48, 113, 84, 26]",309,"['short', 'documentary', 'series', 'live']",6,6,662,"['Recomendeitor_Plus', 'Recomendeitor']",1,"[datetime.date(2022, 1, 19), datetime.date(2021, 8, 23), datetime.date(2022, 1, 21), datetime.date(2021, 5, 10), datetime.date(2022, 7, 19), datetime.date(2021, 8, 28)]",3.85,110.33,214.24,1.5,6.0
151,151,207,admin,Recomendeitor_Plus,"[2, 100, 38, 135, 71, 107, 180, 56]",7270,"['short', 'live', 'series', 'movie']",80,8,4920,"['Recomendeitor_Plus', 'Recomendeitor']",5,"[datetime.date(2022, 10, 24), datetime.date(2021, 2, 5), datetime.date(2021, 2, 28), datetime.date(2021, 2, 21), datetime.date(2021, 9, 29), datetime.date(2022, 8, 3), datetime.date(2021, 2, 19), datetime.date(2021, 7, 8)]",3.16,61.5,67.68,1.1428571428571428,1.6
152,152,208,content_creator,Recomendeitor,"[112, 41, 131]",376,"['short', 'documentary']",12,3,568,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2022, 7, 1), datetime.date(2022, 1, 26), datetime.date(2021, 8, 5)]",2.07,47.33,151.06,1.0,1.5
153,153,209,admin,Recomendeitor,"[11, 145, 75, 126]",347,"['short', 'documentary', 'series', 'live']",4,4,164,"['Recomendeitor_Plus', 'Recomendeitor']",1,"[datetime.date(2021, 4, 2), datetime.date(2022, 9, 11), datetime.date(2021, 1, 21), datetime.date(2022, 6, 7)]",3.25,41.0,47.26,1.0,4.0
154,154,210,consumer,Recomendeitor,[76],384,['movie'],6,1,1032,['Recomendeitor'],2,"[datetime.date(2022, 1, 30)]",3.60,172.0,268.75,1.0,0.5
155,155,212,consumer,Recomendeitor,"[166, 110, 87]",740,"['short', 'documentary', 'movie']",12,3,1280,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2021, 4, 27), datetime.date(2022, 1, 11), datetime.date(2021, 12, 24)]",4.10,106.67,172.97,1.0,1.5
156,156,213,moderator,Recomendeitor,[171],234,['series'],9,1,792,['Recomendeitor'],3,"[datetime.date(2022, 11, 8)]",3.90,88.0,338.46,1.0,0.33
157,157,214,moderator,Recomendeitor_Plus,"[153, 53, 57]",6168,"['short', 'documentary', 'movie']",72,3,7008,"['Recomendeitor_Plus', 'Recomendeitor']",4,"[datetime.date(2021, 12, 31), datetime.date(2022, 9, 1), datetime.date(2022, 5, 24)]",3.73,97.33,113.62,1.0,0.75
158,158,215,consumer,Recomendeitor,"[31, 69, 175]",1452,"['short', 'live', 'movie']",12,3,324,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2021, 5, 5), datetime.date(2021, 3, 31), datetime.date(2022, 8, 18)]",3.17,27.0,22.31,1.0,1.5
159,159,216,moderator,Recomendeitor_Plus,[138],996,['series'],6,1,432,['Recomendeitor_Plus'],2,"[datetime.date(2021, 11, 20)]",3.80,72.0,43.37,1.0,0.5
160,160,217,admin,Recomendeitor_Plus,"[129, 37, 19, 181, 63]",2476,"['documentary', 'series', 'movie']",20,5,2076,"['Recomendeitor_Plus', 'Recomendeitor']",4,"[datetime.date(2022, 10, 8), datetime.date(2022, 2, 24), datetime.date(2021, 12, 17), datetime.date(2022, 6, 28), datetime.date(2021, 9, 5)]",2.80,103.8,83.84,1.0,1.25
161,161,220,content_creator,Recomendeitor_Plus,"[57, 170, 169, 12]",3768,"['documentary', 'live', 'movie']",48,4,2640,"['Recomendeitor_Plus', 'Recomendeitor']",6,"[datetime.date(2021, 6, 17), datetime.date(2022, 11, 24), datetime.date(2022, 3, 4), datetime.date(2022, 9, 7)]",2.35,55.0,70.06,1.0,0.67
162,162,221,consumer,Recomendeitor,"[2, 42, 71]",149,"['live', 'movie']",3,3,232,"['Recomendeitor_Plus', 'Recomendeitor']",1,"[datetime.date(2021, 11, 4), datetime.date(2021, 10, 16), datetime.date(2022, 7, 15)]",2.77,77.33,155.7,1.0,3.0
163,163,222,moderator,Recomendeitor,"[64, 161, 74, 113, 61]",1132,"['live', 'movie', 'documentary', 'short', 'series']",10,5,882,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2022, 10, 7), datetime.date(2022, 5, 15), datetime.date(2021, 11, 14), datetime.date(2021, 8, 5), datetime.date(2021, 1, 6)]",3.87,88.2,77.92,1.0,2.5
164,164,223,admin,Recomendeitor,"[106, 172]",2340,"['documentary', 'movie']",24,2,1812,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2021, 12, 10), datetime.date(2021, 3, 10)]",3.10,75.5,77.44,1.0,0.67
165,165,224,admin,Recomendeitor_Plus,"[100, 171, 44, 133]",3088,"['series', 'movie']",32,4,1752,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2022, 5, 25), datetime.date(2022, 1, 4), datetime.date(2022, 1, 23), datetime.date(2021, 8, 26)]",3.68,54.75,56.74,1.0,2.0
166,166,225,consumer,Recomendeitor,"[137, 132, 54, 151]",1100,"['short', 'documentary']",20,4,1495,"['Recomendeitor_Plus', 'Recomendeitor']",1,"[datetime.date(2021, 12, 16), datetime.date(2021, 4, 30), datetime.date(2021, 4, 24), datetime.date(2021, 8, 12)]",4.75,74.75,135.91,1.0,4.0
167,167,226,admin,Recomendeitor,"[99, 7]",374,"['short', 'series']",4,2,548,['Recomendeitor_Plus'],2,"[datetime.date(2022, 3, 5), datetime.date(2022, 1, 25)]",3.15,137.0,146.52,1.0,1.0
168,168,227,admin,Recomendeitor,"[25, 59]",120,"['short', 'series']",2,2,224,"['Recomendeitor_Plus', 'Recomendeitor']",1,"[datetime.date(2021, 9, 14), datetime.date(2021, 4, 27)]",3.85,112.0,186.67,1.0,2.0
169,169,228,admin,Recomendeitor,"[88, 22]",1376,"['live', 'movie']",16,2,1128,['Recomendeitor_Plus'],4,"[datetime.date(2022, 3, 14), datetime.date(2021, 7, 6)]",1.85,70.5,81.98,1.0,0.5
170,170,229,admin,Recomendeitor,"[10, 50, 93]",264,"['short', 'series', 'movie']",9,3,522,"['Recomendeitor_Plus', 'Recomendeitor']",1,"[datetime.date(2022, 8, 4), datetime.date(2021, 3, 5), datetime.date(2022, 9, 21)]",2.43,58.0,197.73,1.0,3.0
171,171,232,content_creator,Recomendeitor_Plus,"[128, 36, 11, 51, 191]",2382,"['short', 'documentary', 'movie']",30,5,1914,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2021, 12, 18), datetime.date(2021, 9, 12), datetime.date(2021, 9, 5), datetime.date(2022, 11, 7), datetime.date(2021, 3, 14)]",2.92,63.8,80.35,1.0,2.5
172,172,233,consumer,Recomendeitor_Plus,"[54, 42, 102]",1224,"['documentary', 'movie']",27,3,2385,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2021, 6, 17), datetime.date(2021, 2, 9), datetime.date(2021, 4, 22)]",2.90,88.33,194.85,1.0,1.0
173,173,234,moderator,Recomendeitor_Plus,[72],864,['short'],18,1,2808,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2022, 12, 9), datetime.date(2022, 6, 20)]",4.30,156.0,325.0,1.0,0.33
174,174,239,consumer,Recomendeitor,"[64, 194, 35, 166, 172, 82, 189]",11746,"['live', 'documentary', 'series', 'movie']",98,7,7490,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2022, 1, 27), datetime.date(2021, 3, 10), datetime.date(2022, 7, 23), datetime.date(2022, 5, 27), datetime.date(2021, 11, 11), datetime.date(2021, 5, 29), datetime.date(2021, 5, 3)]",3.29,76.43,63.77,1.0,3.5
175,175,241,admin,Recomendeitor,"[89, 116]",1308,['short'],24,2,2940,['Recomendeitor'],4,"[datetime.date(2021, 10, 12), datetime.date(2021, 11, 24)]",4.05,122.5,224.77,1.0,0.5
176,176,242,admin,Recomendeitor,"[137, 130]",680,"['documentary', 'live']",8,2,1268,['Recomendeitor_Plus'],2,"[datetime.date(2021, 2, 23), datetime.date(2021, 12, 13)]",3.85,158.5,186.47,1.0,1.0
177,177,243,admin,Recomendeitor_Plus,[123],352,['short'],4,1,48,['Recomendeitor_Plus'],4,"[datetime.date(2021, 4, 1)]",2.10,12.0,13.64,1.0,0.25
178,178,244,consumer,Recomendeitor_Plus,"[161, 158]",1475,['short'],10,2,630,['Recomendeitor_Plus'],5,"[datetime.date(2022, 4, 9), datetime.date(2021, 7, 1)]",2.45,63.0,42.71,1.0,0.4
179,179,245,consumer,Recomendeitor_Plus,"[129, 13, 112, 52, 55]",7296,"['short', 'documentary', 'series', 'live']",120,5,9672,['Recomendeitor'],6,"[datetime.date(2022, 2, 26), datetime.date(2021, 12, 15), datetime.date(2022, 8, 22), datetime.date(2021, 1, 9), datetime.date(2021, 8, 18)]",3.12,80.6,132.57,1.0,0.83
180,180,246,content_creator,Recomendeitor_Plus,"[73, 57, 124, 156]",1596,"['documentary', 'series', 'movie']",12,4,1113,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2022, 7, 1), datetime.date(2021, 3, 20), datetime.date(2022, 5, 18), datetime.date(2021, 8, 13)]",3.42,92.75,69.74,1.0,1.33
181,181,248,admin,Recomendeitor_Plus,[135],78,['movie'],1,1,10,['Recomendeitor'],1,"[datetime.date(2022, 8, 16)]",3.90,10.0,12.82,1.0,1.0
